ticket_id,created_date,resolved_date,category,priority,sla_target_hours,first_response_hours,resolution_time_hours,sla_breached,status,assigned_team,agent_name,location,channel,customer_satisfaction
INC102971,2025-03-08 22:26:22,2025-03-10 02:22:10,Software,Low,48,3.54,27.93,False,Closed,Network Ops,K. Meyer,HQ - Dubai,Email,4
INC101584,2025-03-08 23:17:45,2025-03-09 00:20:45,Printer,High,8,1.05,1.05,False,Resolved,App Support,J. Kim,Branch - New York,Phone,4
INC100873,2025-03-09 04:54:26,2025-03-09 13:07:38,Printer,Medium,24,5.63,8.22,False,Resolved,Service Desk L1,K. Meyer,Branch - Singapore,Self-Service Portal,4
INC102140,2025-03-09 05:37:21,2025-03-09 07:33:45,Application Support,Medium,24,1.94,1.94,False,Resolved,Systems Admin,J. Kim,HQ - Dubai,Self-Service Portal,5
INC101309,2025-03-09 05:48:21,,Access Management,High,8,0.71,3.48,False,Reopened,Security Team,C. Novak,HQ - Dubai,Email,
INC101446,2025-03-09 06:49:25,2025-03-10 05:46:25,Network,Medium,24,7.96,22.95,False,Resolved,App Support,I. Rossi,Remote,Email,5
INC100237,2025-03-09 09:16:24,2025-03-09 17:14:36,Network,High,8,0.41,7.97,False,Resolved,Service Desk L1,H. Osei,Branch - London,Phone,3
INC100414,2025-03-09 17:59:44,2025-03-10 16:17:44,Security Incident,Medium,24,2.44,22.3,False,Resolved,Service Desk L1,A. Khan,HQ - Dubai,Chat,5
INC101196,2025-03-09 23:12:34,2025-03-10 03:49:46,Access Management,High,8,2.37,4.62,False,Resolved,Systems Admin,C. Novak,Remote,Phone,4
INC102946,2025-03-10 00:43:29,2025-03-10 03:56:41,Software,High,8,0.14,3.22,False,Resolved,Service Desk L1,B. Silva,Branch - London,Chat,4
INC100177,2025-03-10 03:46:34,2025-03-10 05:14:46,Security Incident,High,8,1.47,1.47,False,Reopened,Desktop Support,H. Osei,HQ - Dubai,Self-Service Portal,
INC100231,2025-03-10 05:39:04,2025-03-10 16:45:40,Hardware,High,8,3.71,11.11,True,Resolved,App Support,L. Fernandes,Remote,Self-Service Portal,5
INC100385,2025-03-10 19:49:54,2025-03-11 12:24:06,Software,Medium,24,8.05,16.57,False,Resolved,Network Ops,I. Rossi,HQ - Dubai,Self-Service Portal,5
INC102046,2025-03-10 22:07:58,2025-03-11 10:42:10,Access Management,Medium,24,5.03,12.57,False,Reopened,Desktop Support,A. Khan,Branch - New York,Self-Service Portal,
INC100915,2025-03-11 01:31:46,2025-03-13 08:11:22,Email,Low,48,2.31,54.66,True,Reopened,Network Ops,H. Osei,Branch - Singapore,Email,
INC102928,2025-03-11 07:03:49,2025-03-11 15:12:49,Hardware,High,8,3.61,8.15,True,Resolved,App Support,C. Novak,Branch - London,Phone,2
INC102936,2025-03-11 11:18:16,2025-03-12 19:14:40,Software,Medium,24,10.7,31.94,True,Resolved,Network Ops,D. Ahmed,Branch - Singapore,Self-Service Portal,3
INC100021,2025-03-11 16:11:17,2025-03-11 23:44:53,Network,High,8,2.76,7.56,False,Reopened,Service Desk L1,C. Novak,Remote,Self-Service Portal,
INC102164,2025-03-11 18:09:48,2025-03-12 02:25:24,Application Support,Low,48,4.16,8.26,False,Resolved,Security Team,H. Osei,Branch - London,Chat,5
INC100375,2025-03-11 22:11:35,2025-03-12 07:25:23,Application Support,Medium,24,3.5,9.23,False,Resolved,Systems Admin,F. Torres,Remote,Email,5
INC100881,2025-03-12 04:08:23,2025-03-12 07:13:47,Software,Critical,4,1.77,3.09,False,Closed,Systems Admin,C. Novak,HQ - Dubai,Self-Service Portal,4
INC100910,2025-03-12 09:25:50,2025-03-12 17:15:38,Security Incident,Medium,24,2.07,7.83,False,Closed,Network Ops,B. Silva,Remote,Email,5
INC102576,2025-03-12 10:39:28,2025-03-14 16:58:40,Hardware,Low,48,10.0,54.32,True,Reopened,Network Ops,K. Meyer,HQ - Dubai,Email,
INC101633,2025-03-12 12:54:27,2025-03-15 02:26:15,Application Support,Low,48,6.37,61.53,True,Resolved,Service Desk L1,J. Kim,Branch - New York,Phone,1
INC100595,2025-03-12 13:18:49,2025-03-13 09:07:25,Security Incident,Low,48,2.52,19.81,False,Resolved,Service Desk L1,D. Ahmed,HQ - Dubai,Chat,3
INC101439,2025-03-12 13:38:11,2025-03-12 17:01:35,Printer,High,8,0.82,3.39,False,Reopened,Security Team,C. Novak,Branch - New York,Phone,
INC100516,2025-03-12 14:20:28,2025-03-12 15:58:16,Software,Critical,4,1.63,1.63,False,Resolved,Desktop Support,J. Kim,Remote,Email,5
INC100428,2025-03-12 15:58:45,2025-03-12 18:24:33,Hardware,High,8,2.43,2.43,False,Reopened,Network Ops,B. Silva,Branch - Singapore,Email,
INC100034,2025-03-12 18:16:30,2025-03-14 17:30:18,Software,Low,48,21.57,47.23,False,Resolved,Systems Admin,J. Kim,Branch - Singapore,Phone,5
INC102183,2025-03-12 18:45:18,2025-03-13 05:26:06,Hardware,Low,48,10.68,10.68,False,Resolved,App Support,F. Torres,Remote,Email,5
INC100717,2025-03-12 19:41:40,2025-03-13 01:57:16,Application Support,High,8,1.98,6.26,False,Resolved,Network Ops,L. Fernandes,Branch - Singapore,Email,5
INC101921,2025-03-12 21:02:49,2025-03-13 00:12:25,Email,Low,48,3.16,3.16,False,Resolved,Desktop Support,D. Ahmed,Branch - London,Self-Service Portal,5
INC102897,2025-03-13 02:28:46,2025-03-13 04:26:22,Email,Critical,4,1.52,1.96,False,Resolved,Desktop Support,H. Osei,HQ - Dubai,Email,5
INC102503,2025-03-13 05:09:01,2025-03-16 14:39:01,Hardware,Low,48,17.21,81.5,True,Resolved,Desktop Support,C. Novak,HQ - Dubai,Phone,3
INC102143,2025-03-13 05:52:59,2025-03-13 10:32:35,Hardware,High,8,0.37,4.66,False,Resolved,App Support,F. Torres,HQ - Dubai,Self-Service Portal,4
INC102342,2025-03-13 08:49:20,2025-03-13 18:39:08,Access Management,Medium,24,6.02,9.83,False,Closed,Desktop Support,J. Kim,Branch - London,Email,4
INC101719,2025-03-13 16:32:36,2025-03-13 23:50:36,Software,Medium,24,3.31,7.3,False,Resolved,Service Desk L1,I. Rossi,Branch - New York,Phone,4
INC101015,2025-03-13 16:53:20,2025-03-13 18:56:56,Access Management,Critical,4,0.06,2.06,False,Resolved,App Support,D. Ahmed,Remote,Chat,5
INC100840,2025-03-13 18:24:06,2025-03-14 11:10:18,Hardware,Low,48,13.97,16.77,False,Resolved,Systems Admin,C. Novak,Remote,Self-Service Portal,4
INC101702,2025-03-13 18:50:58,2025-03-14 06:02:22,Security Incident,Medium,24,9.51,11.19,False,Reopened,App Support,K. Meyer,HQ - Dubai,Phone,
INC100466,2025-03-13 22:17:04,2025-03-16 01:48:16,Printer,Low,48,20.31,51.52,True,Closed,Systems Admin,B. Silva,Remote,Phone,5
INC101574,2025-03-14 02:53:39,2025-03-14 07:49:27,Software,Low,48,4.93,4.93,False,Resolved,Systems Admin,L. Fernandes,Branch - London,Phone,4
INC101821,2025-03-14 03:18:59,2025-03-15 06:56:47,Security Incident,Low,48,13.76,27.63,False,Resolved,App Support,D. Ahmed,Remote,Email,4
INC101779,2025-03-14 04:59:55,2025-03-14 14:25:43,Security Incident,Low,48,9.43,9.43,False,Resolved,Security Team,H. Osei,Remote,Phone,4
INC101528,2025-03-14 11:28:25,2025-03-15 03:45:13,Hardware,Low,48,1.09,16.28,False,Resolved,App Support,D. Ahmed,Remote,Chat,3
INC102895,2025-03-14 16:03:22,2025-03-14 18:28:34,Network,Critical,4,0.68,2.42,False,Reopened,App Support,A. Khan,HQ - Dubai,Phone,
INC100974,2025-03-14 17:51:28,2025-03-17 15:34:04,Application Support,Low,48,2.12,69.71,True,Reopened,Security Team,G. Petrov,Branch - Singapore,Self-Service Portal,
INC101205,2025-03-14 19:55:18,2025-03-15 08:45:06,Hardware,Low,48,12.83,12.83,False,Resolved,Desktop Support,K. Meyer,HQ - Dubai,Email,5
INC102888,2025-03-14 23:02:25,2025-03-16 23:31:49,Email,Low,48,16.21,48.49,True,Resolved,Security Team,B. Silva,HQ - Dubai,Email,4
INC100307,2025-03-15 01:55:27,2025-03-15 04:32:39,Access Management,High,8,2.62,2.62,False,Resolved,Desktop Support,D. Ahmed,Branch - Singapore,Chat,4
INC100581,2025-03-15 03:28:27,2025-03-16 03:35:03,Email,Low,48,18.6,24.11,False,Reopened,Service Desk L1,H. Osei,Branch - Singapore,Self-Service Portal,
INC101127,2025-03-15 11:29:24,2025-03-17 01:03:00,Access Management,Medium,24,7.24,37.56,True,Resolved,Security Team,D. Ahmed,Branch - Singapore,Self-Service Portal,3
INC101459,2025-03-15 13:37:08,2025-03-16 00:37:08,Printer,Medium,24,9.09,11.0,False,Closed,Network Ops,L. Fernandes,HQ - Dubai,Walk-in,5
INC100074,2025-03-16 01:13:06,2025-03-16 20:10:42,Access Management,Medium,24,8.98,18.96,False,Resolved,Security Team,J. Kim,Branch - New York,Chat,4
INC100319,2025-03-16 02:53:23,2025-03-16 18:22:11,Access Management,Low,48,15.48,15.48,False,Closed,Network Ops,G. Petrov,Branch - London,Self-Service Portal,4
INC102205,2025-03-16 06:41:05,2025-03-17 01:47:41,Application Support,Low,48,14.65,19.11,False,Resolved,Security Team,D. Ahmed,HQ - Dubai,Chat,4
INC102873,2025-03-16 09:42:20,2025-03-17 05:28:32,Application Support,High,8,2.51,19.77,True,Reopened,Network Ops,B. Silva,Remote,Self-Service Portal,
INC101261,2025-03-16 11:54:06,2025-03-17 11:19:18,Application Support,Medium,24,0.81,23.42,False,Resolved,Security Team,H. Osei,HQ - Dubai,Phone,4
INC102294,2025-03-16 12:53:30,2025-03-17 19:21:06,Network,Low,48,14.9,30.46,False,Resolved,Network Ops,J. Kim,Branch - New York,Email,3
INC101235,2025-03-17 00:42:12,2025-03-18 00:01:24,Software,Low,48,11.74,23.32,False,Resolved,Desktop Support,K. Meyer,Branch - Singapore,Chat,3
INC100262,2025-03-17 01:15:31,2025-03-17 05:17:55,Access Management,Medium,24,2.51,4.04,False,Resolved,Desktop Support,D. Ahmed,Branch - New York,Chat,5
INC102601,2025-03-17 03:17:58,2025-03-17 11:22:46,Hardware,High,8,2.48,8.08,True,Resolved,Systems Admin,H. Osei,Remote,Email,3
INC101163,2025-03-17 06:00:32,2025-03-18 03:01:44,Printer,Medium,24,3.95,21.02,False,Reopened,Desktop Support,K. Meyer,Remote,Phone,
INC102032,2025-03-17 06:26:56,2025-03-17 07:52:08,Access Management,Critical,4,1.18,1.42,False,Resolved,Service Desk L1,B. Silva,Branch - London,Self-Service Portal,5
INC100180,2025-03-17 08:27:05,2025-03-19 21:25:17,Hardware,Low,48,1.73,60.97,True,Resolved,Systems Admin,J. Kim,Remote,Email,3
INC101618,2025-03-17 08:47:14,2025-03-17 11:59:50,Network,High,8,3.0,3.21,False,Resolved,App Support,K. Meyer,HQ - Dubai,Self-Service Portal,4
INC100514,2025-03-17 09:00:40,2025-03-18 02:01:16,Network,Low,48,7.25,17.01,False,Resolved,App Support,D. Ahmed,Remote,Chat,5
INC102929,2025-03-17 10:10:16,,Access Management,Medium,24,9.33,57.52,True,Reopened,Network Ops,G. Petrov,Branch - New York,Phone,
INC101098,2025-03-17 19:19:06,2025-03-18 13:53:54,Application Support,High,8,3.15,18.58,True,Resolved,App Support,F. Torres,HQ - Dubai,Chat,3
INC102235,2025-03-17 20:50:35,2025-03-18 08:18:11,Application Support,Low,48,10.71,11.46,False,Resolved,Systems Admin,C. Novak,Branch - Singapore,Email,5
INC100518,2025-03-17 21:06:08,2025-03-19 00:28:56,Access Management,Medium,24,7.93,27.38,True,Reopened,Desktop Support,G. Petrov,Branch - London,Chat,
INC100125,2025-03-17 21:09:28,2025-03-18 06:49:40,Software,High,8,1.69,9.67,True,Closed,Service Desk L1,C. Novak,Branch - London,Self-Service Portal,2
INC101696,2025-03-18 00:53:52,2025-03-20 03:16:40,Software,Low,48,22.1,50.38,True,Resolved,Network Ops,K. Meyer,HQ - Dubai,Self-Service Portal,4
INC101526,2025-03-18 02:35:16,2025-03-18 06:17:52,Software,High,8,2.57,3.71,False,Reopened,App Support,H. Osei,Branch - Singapore,Email,
INC101873,2025-03-18 02:50:51,2025-03-18 05:00:27,Hardware,High,8,2.16,2.16,False,Resolved,Service Desk L1,E. Zhou,Branch - Singapore,Email,4
INC102822,2025-03-18 03:32:17,2025-03-20 15:22:41,Printer,Medium,24,3.91,59.84,True,Resolved,Systems Admin,F. Torres,Branch - Singapore,Self-Service Portal,4
INC102861,2025-03-18 07:21:50,2025-03-19 10:23:02,Hardware,Medium,24,3.2,27.02,True,Resolved,Desktop Support,A. Khan,Branch - New York,Phone,4
INC100637,2025-03-18 08:38:39,2025-03-18 18:15:15,Printer,Low,48,9.61,9.61,False,Resolved,Desktop Support,E. Zhou,HQ - Dubai,Self-Service Portal,5
INC100282,2025-03-18 11:54:40,2025-03-18 19:38:28,Network,Medium,24,0.25,7.73,False,Resolved,Desktop Support,D. Ahmed,Branch - London,Self-Service Portal,5
INC101357,2025-03-18 19:55:55,2025-03-21 16:43:19,Network,Medium,24,9.06,68.79,True,Resolved,Security Team,E. Zhou,HQ - Dubai,Email,1
INC100823,2025-03-18 22:18:25,2025-03-20 01:22:37,Hardware,Low,48,15.77,27.07,False,Reopened,Systems Admin,L. Fernandes,HQ - Dubai,Chat,
INC100299,2025-03-19 01:58:28,,Application Support,High,8,2.4,4.22,False,Reopened,App Support,I. Rossi,HQ - Dubai,Email,
INC101531,2025-03-19 05:08:38,2025-03-19 10:45:50,Network,High,8,3.25,5.62,False,Resolved,Systems Admin,A. Khan,Remote,Phone,4
INC102708,2025-03-19 08:05:35,2025-03-20 13:12:47,Access Management,Medium,24,9.92,29.12,True,Resolved,Security Team,F. Torres,Remote,Self-Service Portal,3
INC102712,2025-03-19 10:05:42,2025-03-20 15:48:18,Software,Low,48,15.46,29.71,False,Resolved,Desktop Support,A. Khan,Remote,Email,5
INC100754,2025-03-19 14:47:04,2025-03-20 17:48:52,Email,Low,48,20.2,27.03,False,Resolved,App Support,B. Silva,Remote,Email,4
INC101994,2025-03-19 17:05:01,2025-03-19 17:47:37,Network,High,8,0.71,0.71,False,Reopened,Service Desk L1,F. Torres,HQ - Dubai,Self-Service Portal,
INC101987,2025-03-19 22:20:15,2025-03-20 09:43:39,Access Management,Medium,24,10.01,11.39,False,Reopened,Network Ops,C. Novak,Branch - London,Phone,
INC102403,2025-03-19 23:28:40,,Printer,Medium,24,3.33,16.16,False,Reopened,Security Team,E. Zhou,Remote,Self-Service Portal,
INC100867,2025-03-20 00:54:31,2025-03-20 03:55:43,Printer,Medium,24,3.02,3.02,False,Resolved,Network Ops,A. Khan,Branch - London,Phone,4
INC100566,2025-03-20 04:12:30,2025-03-21 10:25:06,Software,Low,48,2.02,30.21,False,Closed,Security Team,C. Novak,HQ - Dubai,Email,5
INC101786,2025-03-20 14:22:48,2025-03-21 04:28:12,Printer,Low,48,14.09,14.09,False,Resolved,Network Ops,F. Torres,Remote,Email,4
INC102938,2025-03-20 19:43:03,2025-03-21 08:52:39,Software,Medium,24,11.3,13.16,False,Resolved,Systems Admin,C. Novak,Remote,Chat,5
INC101814,2025-03-21 00:28:19,2025-03-22 11:14:31,Hardware,Low,48,21.03,34.77,False,Resolved,Security Team,E. Zhou,Branch - London,Email,5
INC102088,2025-03-21 05:43:12,2025-03-21 12:18:36,Access Management,High,8,2.66,6.59,False,Closed,App Support,C. Novak,HQ - Dubai,Self-Service Portal,4
INC102759,2025-03-21 07:16:43,2025-03-26 11:16:43,Hardware,Low,48,8.81,124.0,True,Resolved,App Support,A. Khan,HQ - Dubai,Email,3
INC100730,2025-03-21 08:01:40,2025-03-21 10:32:16,Email,High,8,0.27,2.51,False,Resolved,Desktop Support,D. Ahmed,Remote,Walk-in,3
INC101566,2025-03-21 08:54:18,2025-03-21 23:54:54,Access Management,Medium,24,11.16,15.01,False,Resolved,Security Team,E. Zhou,HQ - Dubai,Email,5
INC101179,2025-03-21 09:33:11,2025-03-27 16:16:59,Application Support,Low,48,16.49,150.73,True,Resolved,App Support,L. Fernandes,Branch - London,Self-Service Portal,2
INC101874,2025-03-21 11:33:38,2025-03-21 23:10:14,Access Management,Medium,24,10.74,11.61,False,Resolved,Service Desk L1,A. Khan,Branch - New York,Phone,5
INC101322,2025-03-21 15:28:09,2025-03-22 05:34:09,Printer,Medium,24,1.82,14.1,False,Resolved,Service Desk L1,H. Osei,Branch - London,Email,4
INC102933,2025-03-21 20:01:13,2025-03-22 05:09:01,Access Management,High,8,2.61,9.13,True,Resolved,App Support,J. Kim,HQ - Dubai,Chat,5
INC100176,2025-03-21 22:32:06,2025-03-22 19:36:54,Access Management,Medium,24,2.95,21.08,False,Resolved,Desktop Support,L. Fernandes,HQ - Dubai,Email,5
INC100173,2025-03-22 00:42:30,2025-03-22 08:49:06,Software,Medium,24,8.11,8.11,False,Reopened,Security Team,H. Osei,Branch - London,Phone,
INC101710,2025-03-22 01:54:49,2025-03-22 13:56:37,Hardware,Medium,24,1.16,12.03,False,Resolved,Security Team,J. Kim,Branch - Singapore,Self-Service Portal,5
INC100913,2025-03-22 03:51:17,2025-03-23 05:36:53,Hardware,Low,48,10.48,25.76,False,Closed,Network Ops,C. Novak,Branch - Singapore,Chat,4
INC102696,2025-03-22 06:36:14,2025-03-22 19:48:50,Software,Medium,24,11.19,13.21,False,Resolved,Service Desk L1,I. Rossi,Branch - Singapore,Email,5
INC100864,2025-03-22 07:41:45,2025-03-23 19:12:57,Hardware,Low,48,17.96,35.52,False,Resolved,Service Desk L1,I. Rossi,Remote,Chat,4
INC101379,2025-03-22 08:07:25,2025-03-23 11:43:25,Access Management,Medium,24,4.14,27.6,True,Resolved,Desktop Support,D. Ahmed,HQ - Dubai,Self-Service Portal,4
INC101778,2025-03-22 08:55:21,2025-03-23 01:27:45,Email,Medium,24,9.35,16.54,False,Resolved,Security Team,E. Zhou,Branch - London,Phone,4
INC101065,2025-03-22 11:35:57,2025-03-23 02:59:57,Email,Medium,24,0.98,15.4,False,Resolved,Desktop Support,B. Silva,Branch - London,Self-Service Portal,3
INC102806,2025-03-22 18:22:20,2025-03-23 13:19:20,Application Support,Medium,24,7.27,18.95,False,Resolved,Service Desk L1,E. Zhou,HQ - Dubai,Self-Service Portal,5
INC100841,2025-03-22 19:58:16,2025-03-23 00:49:16,Access Management,Medium,24,4.85,4.85,False,Closed,App Support,E. Zhou,Remote,Walk-in,3
INC101855,2025-03-22 20:12:00,2025-03-22 23:31:48,Application Support,Medium,24,1.08,3.33,False,Closed,Desktop Support,J. Kim,Branch - London,Chat,4
INC100866,2025-03-23 01:09:47,2025-03-23 04:43:23,Software,High,8,2.96,3.56,False,Resolved,App Support,E. Zhou,Remote,Self-Service Portal,5
INC101679,2025-03-23 06:30:55,2025-03-23 14:17:07,Printer,Medium,24,7.77,7.77,False,Resolved,App Support,J. Kim,HQ - Dubai,Email,5
INC101388,2025-03-23 06:31:02,,Hardware,Medium,24,8.33,15.35,False,Reopened,Security Team,E. Zhou,Remote,Email,
INC101602,2025-03-23 06:38:56,2025-03-23 14:35:56,Network,Medium,24,3.12,7.95,False,Resolved,Network Ops,A. Khan,Remote,Email,5
INC101270,2025-03-23 23:16:52,2025-03-24 00:57:04,Network,High,8,1.1,1.67,False,Resolved,Service Desk L1,B. Silva,Remote,Self-Service Portal,5
INC101041,2025-03-24 04:49:33,2025-03-24 16:48:57,Software,Low,48,11.99,11.99,False,Resolved,App Support,G. Petrov,HQ - Dubai,Self-Service Portal,4
INC100296,2025-03-24 05:07:10,2025-03-25 00:40:10,Application Support,Low,48,17.64,19.55,False,Reopened,Network Ops,H. Osei,Branch - London,Self-Service Portal,
INC100151,2025-03-24 12:35:44,2025-03-24 22:59:08,Software,Low,48,10.39,10.39,False,Closed,Systems Admin,H. Osei,HQ - Dubai,Chat,4
INC101966,2025-03-24 13:15:08,2025-03-25 00:03:08,Network,Low,48,10.8,10.8,False,Resolved,Security Team,J. Kim,Branch - Singapore,Walk-in,4
INC100967,2025-03-24 14:13:49,2025-03-25 11:46:13,Security Incident,Low,48,12.46,21.54,False,Resolved,Service Desk L1,L. Fernandes,Remote,Phone,4
INC101975,2025-03-24 18:52:27,2025-03-24 23:27:51,Application Support,Medium,24,4.59,4.59,False,Resolved,Systems Admin,A. Khan,Remote,Email,4
INC100630,2025-03-24 19:58:40,2025-03-25 07:22:04,Software,Medium,24,1.22,11.39,False,Resolved,Systems Admin,K. Meyer,Branch - London,Walk-in,5
INC101991,2025-03-25 03:53:17,2025-03-25 11:29:53,Printer,Medium,24,7.61,7.61,False,Resolved,Desktop Support,G. Petrov,Branch - Singapore,Email,4
INC102621,2025-03-25 06:54:02,2025-03-25 20:24:38,Hardware,High,8,2.57,13.51,True,Closed,Network Ops,A. Khan,Remote,Email,4
INC100249,2025-03-25 09:32:27,2025-03-25 10:27:39,Access Management,Critical,4,0.92,0.92,False,Resolved,Systems Admin,I. Rossi,HQ - Dubai,Chat,4
INC102535,2025-03-25 18:49:47,2025-03-26 07:23:59,Access Management,Medium,24,2.05,12.57,False,Resolved,Service Desk L1,H. Osei,Branch - London,Email,5
INC100995,2025-03-25 21:51:43,2025-03-26 06:33:07,Access Management,High,8,2.05,8.69,True,Resolved,Desktop Support,E. Zhou,Branch - London,Self-Service Portal,4
INC102486,2025-03-26 02:10:06,2025-03-26 08:20:54,Hardware,Medium,24,4.27,6.18,False,Resolved,Service Desk L1,L. Fernandes,Remote,Email,4
INC100443,2025-03-26 02:16:35,2025-03-26 05:42:59,Software,High,8,0.14,3.44,False,Resolved,App Support,J. Kim,Remote,Phone,5
INC101725,2025-03-26 03:51:16,2025-03-26 16:54:52,Email,Low,48,10.05,13.06,False,Closed,Service Desk L1,J. Kim,Branch - London,Phone,5
INC100090,2025-03-26 06:36:09,2025-03-26 11:10:21,Application Support,High,8,1.88,4.57,False,Resolved,Service Desk L1,K. Meyer,HQ - Dubai,Walk-in,3
INC102219,2025-03-26 06:38:25,2025-03-29 22:07:13,Software,Low,48,12.33,87.48,True,Resolved,App Support,C. Novak,HQ - Dubai,Phone,4
INC100498,2025-03-26 16:02:40,2025-03-28 18:15:16,Network,Medium,24,4.69,50.21,True,Resolved,Security Team,H. Osei,HQ - Dubai,Phone,5
INC100405,2025-03-26 19:35:41,2025-03-26 21:31:29,Software,High,8,1.15,1.93,False,Resolved,Network Ops,L. Fernandes,HQ - Dubai,Chat,2
INC102376,2025-03-26 22:50:38,2025-03-28 05:38:38,Network,Medium,24,4.17,30.8,True,Reopened,App Support,B. Silva,Remote,Self-Service Portal,
INC100587,2025-03-27 01:12:20,2025-03-27 04:27:20,Software,Medium,24,2.14,3.25,False,Reopened,Network Ops,K. Meyer,Remote,Email,
INC101683,2025-03-27 02:16:47,2025-03-27 04:17:59,Application Support,High,8,1.35,2.02,False,Resolved,Service Desk L1,B. Silva,Remote,Self-Service Portal,3
INC100314,2025-03-27 03:15:40,2025-03-28 15:12:40,Printer,Medium,24,4.14,35.95,True,Resolved,Security Team,H. Osei,Branch - Singapore,Phone,3
INC102789,2025-03-27 03:50:04,2025-03-27 05:41:04,Access Management,High,8,1.85,1.85,False,Resolved,App Support,D. Ahmed,Remote,Self-Service Portal,5
INC102737,2025-03-27 09:01:59,2025-03-27 22:52:59,Software,Medium,24,7.07,13.85,False,Resolved,Desktop Support,C. Novak,Remote,Phone,4
INC102186,2025-03-27 13:52:59,2025-03-27 17:40:23,Email,Medium,24,3.79,3.79,False,Resolved,Desktop Support,B. Silva,Branch - New York,Self-Service Portal,5
INC101484,2025-03-27 14:15:50,2025-03-28 01:02:02,Hardware,High,8,3.1,10.77,True,Resolved,Systems Admin,C. Novak,Branch - New York,Self-Service Portal,3
INC100016,2025-03-27 16:54:12,2025-03-28 17:08:36,Email,Medium,24,11.08,24.24,True,Resolved,Service Desk L1,E. Zhou,Branch - Singapore,Email,2
INC102901,2025-03-27 19:03:40,2025-03-28 23:54:40,Software,Low,48,6.31,28.85,False,Resolved,Systems Admin,D. Ahmed,Remote,Email,5
INC101177,2025-03-27 19:21:58,,Application Support,Low,48,8.71,8.71,False,Reopened,Security Team,E. Zhou,Remote,Chat,
INC101323,2025-03-27 21:43:32,,Email,Low,48,11.04,93.39,True,Reopened,Desktop Support,J. Kim,Remote,Chat,
INC101945,2025-03-27 23:47:25,2025-03-28 04:46:49,Software,Low,48,1.89,4.99,False,Resolved,Network Ops,D. Ahmed,Remote,Walk-in,5
INC101653,2025-03-28 05:20:07,2025-03-29 21:42:19,Software,Low,48,17.8,40.37,False,Closed,Network Ops,G. Petrov,HQ - Dubai,Chat,4
INC102071,2025-03-28 07:23:05,2025-03-28 10:40:29,Software,High,8,0.39,3.29,False,Resolved,Systems Admin,J. Kim,Remote,Email,4
INC100981,2025-03-28 10:40:10,2025-03-28 12:47:22,Security Incident,High,8,2.12,2.12,False,Resolved,App Support,K. Meyer,Remote,Self-Service Portal,5
INC100609,2025-03-28 12:14:07,2025-03-28 13:56:07,Network,High,8,1.7,1.7,False,Reopened,Security Team,F. Torres,HQ - Dubai,Walk-in,
INC101174,2025-03-28 13:43:41,2025-03-28 21:50:17,Printer,Medium,24,8.11,8.11,False,Resolved,Systems Admin,I. Rossi,Remote,Email,4
INC101392,2025-03-28 14:37:38,,Access Management,Low,48,7.37,11.26,False,Reopened,Service Desk L1,F. Torres,Branch - New York,Chat,
INC101586,2025-03-28 15:49:05,2025-03-29 22:08:17,Security Incident,Low,48,11.49,30.32,False,Resolved,Network Ops,A. Khan,HQ - Dubai,Self-Service Portal,5
INC102678,2025-03-28 19:36:00,2025-03-29 02:38:24,Hardware,Low,48,7.04,7.04,False,Resolved,Systems Admin,J. Kim,Remote,Self-Service Portal,5
INC101701,2025-03-28 21:22:04,2025-03-29 14:40:04,Printer,Critical,4,0.8,17.3,True,Resolved,Network Ops,H. Osei,Remote,Self-Service Portal,3
INC102899,2025-03-29 00:50:17,2025-03-29 13:48:29,Printer,Medium,24,8.03,12.97,False,Reopened,Network Ops,G. Petrov,Remote,Self-Service Portal,
INC102689,2025-03-29 05:32:45,2025-03-31 06:11:09,Access Management,Low,48,20.24,48.64,True,Reopened,Security Team,H. Osei,Branch - London,Phone,
INC101436,2025-03-29 10:19:34,2025-03-31 04:52:34,Printer,Low,48,14.59,42.55,False,Resolved,App Support,B. Silva,HQ - Dubai,Phone,2
INC101443,2025-03-29 18:29:14,2025-03-30 09:55:38,Application Support,Low,48,15.44,15.44,False,Reopened,Security Team,I. Rossi,Remote,Email,
INC101180,2025-03-29 18:59:13,2025-03-31 17:18:25,Printer,Low,48,17.34,46.32,False,Resolved,Service Desk L1,D. Ahmed,HQ - Dubai,Email,4
INC101206,2025-03-29 19:42:48,,Hardware,Low,48,10.17,16.43,False,Reopened,Network Ops,B. Silva,Branch - New York,Chat,
INC100334,2025-03-30 02:48:07,2025-04-02 15:50:31,Application Support,Low,48,14.48,85.04,True,Reopened,Network Ops,J. Kim,Remote,Self-Service Portal,
INC102437,2025-03-30 14:15:02,2025-04-01 17:16:14,Hardware,Low,48,6.41,51.02,True,Resolved,Systems Admin,I. Rossi,Branch - Singapore,Phone,3
INC100264,2025-03-30 14:21:49,2025-03-31 15:19:25,Software,Medium,24,0.8,24.96,True,Closed,Security Team,E. Zhou,Remote,Email,4
INC102952,2025-03-30 17:57:37,2025-03-30 18:42:01,Network,Critical,4,0.29,0.74,False,Resolved,Security Team,E. Zhou,HQ - Dubai,Email,3
INC100877,2025-03-30 18:03:36,2025-04-01 02:28:12,Application Support,Medium,24,5.71,32.41,True,Resolved,Security Team,E. Zhou,HQ - Dubai,Email,5
